fdc_id,title,current_path,centroid_path,decision,chosen_desc,confidence,skip_reason,rationale
2655178,"SWEET JERK GLAZE, SWEET",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Mustard > Sweet,other,sweet jerk glaze sauce,0.90,other_jaccard_low_0.38,"The product is a sweet jerk glaze, which is a sauce but not specifically salsa or sweet mustard; it's a unique condiment."
2565454,CLASSIC  BORSCHT,Pantry > Soup,Pantry > Sauces & Salsas > Pasta Sauce > Bolognese,other,canned beet soup,0.95,other_jaccard_low_0.40,"Borscht is a soup, not a pasta sauce, and the current 'Pantry > Soup' is too generic; a more specific category like 'canned beet soup' would be appropriate."
2036622,"EL YUCATECO, CONDIMENTED ANNATTO PASTE",Pantry > Sauces & Salsas > Salsa > Chunky,Pantry > Sauces & Salsas > Cheese Sauce > Nacho,other,annatto seasoning paste,0.95,other_jaccard_low_0.33,"The product is a condimented annatto paste used for seasoning, not a salsa or cheese sauce."
1882593,"WHOLE FOODS MARKET, MARINADE, MANGO, COCONUT & PEPPER, MANGO, COCONUT & PEPPER",Pantry > Spices & Seasonings > Pepper > Whole,Pantry > Spices & Seasonings > Seasoning > Whole,other,mango coconut marinade,1.00,other_jaccard_low_0.40,"The product is a liquid marinade, not a whole pepper or seasoning, so both paths are incorrect."
2671042,"ZESTY LEMON PASTE, ZESTY LEMON",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Mustard,other,lemon paste condiment,0.95,other_jaccard_low_0.20,"The product is a lemon paste, not a salsa or mustard; it's a concentrated condiment used for flavoring."
2479442,"LIGHT & SAVORY OLIVE OIL AND BALSAMIC DRESSING & MARINADE, OLIVE OIL AND BALSAMI",Pantry > Oil > Olive Oil > Light,Pantry > Spices & Seasonings > Seasoning,other,olive oil and balsamic vinaigrette dressing,1.00,other_jaccard_low_0.43,"The product is a prepared dressing/marinade, not plain olive oil or a dry seasoning mix."
2634315,"THAI PEANUT MILDLY SPICY MARINADE & DIPPING, THAI PEANUT",Pantry > Sauces & Salsas > Salsa > Mild,Pantry > Spices & Seasonings > Seasoning > Hot,other,peanut marinade and dipping sauce,0.95,other_jaccard_low_0.30,"The product is a peanut-based marinade and dipping sauce, not a salsa or a hot seasoning."
2015020,"INCA'S FOOD, BROCHETTE SEASONING",Pantry > Spices & Seasonings > Seasoning,Pantry > Sauces & Salsas > Hot Sauce > Panca Pepper,other,Peruvian seasoning blend for brochettes,0.90,other_jaccard_low_0.29,"The product is a dry seasoning blend, not a sauce, and 'Panca Pepper' is a specific ingredient, not a category."
1639130,MARINADE,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Mustard,proposed,,0.80,low_confidence,"Ingredients include vinegar, salt, and spices typical of a marinade, but the branded category is 'Ketchup, Mustard, BBQ & Cheese Sauce' and the proposed path 'M"
2625946,OLIVE BRUSCHETTA,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Pasta Sauce,proposed,,0.80,low_confidence,"The product is a bruschetta topping with olives and tomatoes, more akin to a pasta sauce than a salsa."
1903639,PAD THAI WITH ASIAN CITRUS,Pantry > Sauces & Salsas > Salsa,Meal > Pasta Dishes > Pad Thai,other,pad thai sauce,0.95,other_jaccard_low_0.50,"The product is a sauce for Pad Thai, not a prepared meal or salsa."
2579037,ROASTED GARLIC ACHAAR,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Pasta Sauce > Roasted Garlic,other,Indian pickle (achaar),0.95,other_jaccard_low_0.20,"The product is a roasted garlic achaar, an Indian-style pickle, not a salsa or pasta sauce."
2015898,"TAIT FARM FOODS, RHUBARB CHUTNEY",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > BBQ Sauce,other,rhubarb chutney,0.95,other_jaccard_low_0.25,"The product is a chutney, which is distinct from both salsa and BBQ sauce based on ingredients and preparation."
1774401,"CRAZY GOOD, CHAOS THEORY GHOST PEPPER SAUCE",Pantry > Spices & Seasonings > Pepper,Pantry > Sauces & Salsas > Barbecue Sauce > Mild,other,hot sauce with ghost pepper and cherry,0.95,other_jaccard_low_0.40,"The product is a hot sauce with ghost pepper, not a barbecue sauce or a pepper seasoning; ingredients include vinegar, peppers, and fruit, fitting a hot sauce c"
2399210,"PIZZA ITALIAN PLUM TOMATOES BLENDED WITH ZESTY GARLIC, ONIONS, OLIVE OIL, BASIL ",Pantry > Oil > Olive Oil,Pantry > Canned Vegetables > Tomatoes > Extra Virgin,other,"pizza sauce with tomatoes, olive oil, garlic, and herbs",1.00,other_jaccard_low_0.25,"The product is a prepared pizza sauce, not olive oil or canned tomatoes, so neither current nor proposed path fits."
1944134,SAVORY ONION,Pantry > Sauces & Salsas > Salsa,Pantry > Canned Vegetables > Onions,other,onion cooking sauce,0.95,other_jaccard_low_0.33,"The product is a savory onion sauce, not a salsa or canned vegetable; it belongs in a cooking sauce category."
2101172,REMOULADE,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Ketchup > Sugar Free,other,remoulade sauce,0.95,other_jaccard_low_0.40,"Remoulade is a cold sauce similar to tartar or aioli, not a salsa or ketchup; it belongs in a general sauce category like 'Pantry > Sauces & Salsas > Other Sauc"
1974933,"BASIL PESTO WITH PARMIGIANO REGGIANO & EXTRA VIRGIN OLIVE OIL, BASIL",Pantry > Oil > Olive Oil > Extra Virgin > Organic,Pantry > Spices & Seasonings > Basil,other,basil pesto sauce,1.00,other_jaccard_low_0.40,"The product is a prepared basil pesto sauce, not a plain oil or a dried herb seasoning."
2100830,"PIZZA SAUCE, PEPPERONI",Pantry > Spices & Seasonings > Pepper,Pantry > Sauces & Salsas > Pasta Sauce > Cream,other,pizza sauce with pepperoni,1.00,other_jaccard_low_0.40,"The product is a pizza sauce containing pepperoni, not a plain pepper seasoning or a cream-based pasta sauce."
2030388,"MARUMAN, SOYBEAN PASTE",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Soy Sauce,other,soybean paste (miso),1.00,other_jaccard_low_0.40,"The product is soybean paste (miso), which is neither salsa nor soy sauce; it belongs in a fermented condiment category."
564483,RED SAUCE,Pantry > Canned Vegetables > Tomatoes,Pantry > Sauces & Salsas > Sauce > Asian,other,Mexican-style green sauce,0.95,other_jaccard_low_0.38,"Ingredients like green tomato, cambray pepper, and onion indicate a Mexican-style sauce, not Asian sauce or canned tomatoes."
2013990,"NELLIE & JOE'S, KEY WEST STYLE MOJO CRIOLLO",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Ketchup > Sugar Free,other,mojo marinade sauce,0.95,other_jaccard_low_0.33,"The product is a citrus-based marinade with oil and spices, not a salsa or ketchup."
1855740,FROZEN SOFRITO,Pantry > Sauces & Salsas > Salsa,Produce > Vegetables > Cassava,other,frozen sofrito cooking sauce,0.95,other_jaccard_low_0.33,"Sofrito is a cooking sauce base, not a salsa or cassava; ingredients include peppers, onion, oil, and seasonings."
2064558,CHIMMICHURRI,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Barbecue Sauce,other,chimichurri sauce,0.95,other_jaccard_low_0.40,"Chimichurri is an herb-based sauce, not a barbecue sauce or salsa, and its ingredients (oregano, parsley, vinegar, oil) align with a distinct condiment category"
2442391,"SPICY SRIRACHA, SUNFLOWER SEED BUTTER",Snack > Nuts,Pantry > Sauces & Salsas > Sriracha > Hot > Sauce,other,sunflower seed butter with sriracha seasoning,0.95,other_jaccard_low_0.38,"The product is a sunflower seed butter, not a sauce or a nut snack; ingredients show sunflower seeds as primary, with sriracha flavoring."
2423137,STEW IN A FEW,Pantry > Sauces & Salsas > Salsa,Pantry > Stew > Beef Stew,other,cooking sauce for stew,0.95,other_jaccard_low_0.25,"The product is a cooking sauce base for stew, not a ready-to-eat beef stew or salsa."
2628473,CHERRY ZING,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Pasta Sauce > Cherry Tomato,other,cherry sauce or condiment,0.90,other_jaccard_low_0.25,"The product is a sweet and tangy cherry-based sauce with vinegar and spices, not a salsa or pasta sauce."
2449705,"SWEET & SPICY TERIYAKI SMOKED MOZZARELLA CHEESE, TERIYAKI SAUSAGE STICK, LIL' RO",Snack > Trail Mix,Meat & Seafood > Sausage > Chicken Sausage > Smoked,other,smoked mozzarella cheese and teriyaki sausage stick combo,0.95,other_jaccard_low_0.33,"The product is a combination of smoked mozzarella cheese and meat sticks, not a trail mix or a single sausage type."
2538968,"JACKPOT CAROLINA GOLD HONEY MUSTARD BBQ RUB, JACKPOT CAROLINA GOLD HONEY MUSTARD",Snack > Popcorn,Pantry > Sauces & Salsas > Mustard > Honey Mustard,other,BBQ rub seasoning blend,0.95,other_jaccard_low_0.33,"The product is a dry rub seasoning, not a sauce or popcorn, so it belongs in a spices/seasonings category."
2103340,EVERYTHING BAGEL MIX,Pantry > Baking Mixes > Mix,Pantry > Spices & Seasonings > Pepper > Ground,other,everything bagel seasoning blend,1.00,other_jaccard_low_0.33,"The product is a seasoning blend for bagels, not a baking mix or ground pepper."
2641545,SMOKED CARAMELIZED ONIONS,Pantry > Sauces & Salsas > Salsa,Pantry > Spices & Seasonings > Salt,other,smoked caramelized onions condiment,0.95,other_jaccard_low_0.18,"The product is a prepared onion condiment, not a salsa or a salt, based on ingredients like onions, oil, sugar, and vinegar."
2029548,FRENCH BLUE LAVENDER,Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Pepper > Ground,other,dried lavender flowers,0.95,other_jaccard_low_0.20,"Lavender is a dried herb/flower, not a ground pepper, and 'Herbs & Spices' is a better fit than 'Seasoning' or 'Pepper'."
469195,HIBISCUS,Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Pepper > Ground,other,dried hibiscus flowers,0.95,other_jaccard_low_0.20,"Hibiscus is a flower, not a pepper or generic seasoning; it belongs in a category for dried flowers or herbal teas."
516614,HIBISCUS,Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Pepper > Ground,other,dried hibiscus flower,0.95,other_jaccard_low_0.20,"Hibiscus is a flower, not a pepper or generic seasoning; it belongs in a category for dried flowers or herbal teas."
2081964,"HOWARD'S, GARLIC JUICE",Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Garlic Powder > Powder,other,garlic juice,0.95,other_jaccard_low_0.33,"The product is a liquid garlic juice, not a dry powder or general seasoning, so neither path fits."
2561408,CHIPOTLE AIOLI,Pantry > Sauces & Salsas > Salsa,Pantry > Spices & Seasonings > Salt,other,chipotle aioli sauce,1.00,other_jaccard_low_0.33,"The product is a creamy, mayonnaise-based sauce with chipotle, not a salsa or a salt/seasoning."
2025642,BROIL & BARBEQUE WITH LIME & GARLIC,Pantry > Oil,Pantry > Bouillon & Broth > Bouillon,other,marinade sauce,0.95,other_jaccard_low_0.40,"The product is a liquid marinade with lime and garlic, not an oil or bouillon."
2596244,WILD SWEDISH LINGONBERRIES,Pantry > Jam,Pantry > Spices & Seasonings > Pepper > Ground,other,lingonberry jam,1.00,other_jaccard_low_0.33,"The product is a sweetened lingonberry preserve with pectin, not a spice or seasoning, and 'Herbs & Spices' is a misclassification."
1561647,CHIA POD,Snack > Nuts,Snack > Fruit Snacks > Squeeze > Organic,other,chia pudding snack,0.95,other_jaccard_low_0.40,"The product is a chia seed pudding with almond milk and cacao, not nuts or fruit squeeze snacks."
2178621,"7 SEED SEASONING, 7 SEED",Pantry > Spices & Seasonings > Seasoning,Snack > Nuts,other,seed seasoning blend,0.90,other_jaccard_low_0.40,"The product is a blend of seeds used as a seasoning, not a snack nut or a generic seasoning, so it fits best as a seed seasoning blend."
2480813,"STRAWBERRY, BEET, QUINOA, SUNFLOWER SEED, PUMPKIN SEED FREEZE-DRIED BITES, STRAW",Snack > Mixes > Snack Mix,Snack > Chips > Banana Chips > Roasted,other,freeze-dried fruit and seed snack bites,0.95,other_jaccard_low_0.50,"The product is a freeze-dried snack with seeds, fruit, and quinoa, not a snack mix or banana chips."
2157582,"SRIRACHA SPICE WATER LILY POPS, SRIRACHA SPICE",Snack > Nuts,Pantry > Sauces & Salsas > Sriracha,other,seasoned puffed water lily seed snack,0.95,other_jaccard_low_0.38,"The product is a puffed snack made from water lily seeds, not nuts or a sauce, so it belongs in a snack category like 'Other Snacks'."
2283074,"COOKIE CRUNCH WATER LILY POPS, COOKIE CRUNCH",Snack > Cookies,Snack > Trail Mix > Crunch,other,puffed water lily seed snack,0.95,other_jaccard_low_0.43,"Ingredients are water lily seeds, not cookies or trail mix; the product is a puffed seed snack similar to popcorn."
2440421,"PITAYA PLUS, TROPICAL SUERFRUIT MIX, DRAGON FRUIT / PINEAPPLE / MANGO, DRAGON FR",Bakery > Bread > Pita Bread,Produce > Fruit > Strawberries > Frozen,other,frozen dragon fruit and pineapple mix,1.00,other_jaccard_low_0.43,"The product is a frozen fruit mix containing dragon fruit and pineapple, not pita bread or strawberries."
2586917,"CRANBERRY & COCOA BROWN RICE CRISPS, CRANBERRY & COCOA",Snack > Cheese Crisps,Snack > Candy > Chocolate Candy > Dark Chocolate > Cranberries,other,brown rice crisps with cranberry and cocoa,0.95,other_jaccard_low_0.30,"The product is a savory-sweet rice crisp snack, not a cheese crisp or a chocolate candy with cranberries."
2628644,"DILL PICKLE CRISPS WITH A CRUNCHY PRETZEL COATING, CRUNCHY PRETZEL",Frozen > Appetizers & Snacks > Stuffed Jalapenos,Snack > Pretzels > Soft,other,frozen breaded pickle chips,0.95,other_jaccard_low_0.33,"The product is a frozen appetizer consisting of pickles coated in pretzel breading, not a stuffed jalapeno or a soft pretzel snack."
2607039,"PIZZA PARTY PIZZA-FLAVORED BREADSTICKS, SEASONED CORN NUGGETS, CHEESE-FLAVORED C",Snack > Crackers,Meal > Pizza,other,"snack mix with pizza-flavored breadsticks, seasoned corn nuggets, cheese-flavored corn sticks and seasoning",0.95,other_jaccard_low_0.29,"The product is a snack mix of seasoned corn and breadstick pieces, not a pizza meal or crackers."
1963954,DARK CHOCOLATE ENROBED FIGS,Snack > Candied Fruit,Snack > Nuts > Cashews > Dark Chocolate Covered,other,dark chocolate covered dried figs,1.00,other_jaccard_low_0.50,"The product is dried figs enrobed in dark chocolate, which is not a candied fruit (current) nor a dark chocolate covered cashew (proposed); it belongs in a cate"
1446974,"CHEDDAR CHEESE FRUIT CHEWS SWEET APPLE SLICES MEDLEY SNACK, CHEDDAR, SWEET",Snack > Crackers,Snack > Cheese Snacks,other,apple slices with cheese and fruit snacks,0.95,other_jaccard_low_0.38,"The product is a combination of fresh apple slices, cheese, and fruit snacks, not crackers or cheese snacks alone."
2593796,"LOW-COUNTRY CITRUS STEW BASE, LOW-COUNTRY CITRUS",Pantry > Sauces & Salsas > Salsa,Pantry > Soup > Low Fat,other,soup base concentrate,0.90,other_jaccard_low_0.50,"The product is a concentrated stew base, not a ready-to-eat soup or salsa, and 'Low Fat' is a dietary claim, not a category."
1981574,"CHICKEN TORTILLA WHITE RICE, BLACK BEANS, SWEET CORN, RED & GREEN BELL PEPPERS D",Pantry > Grain > White Rice > Organic,Meal > Meal Starters > Brown Rice Mix,other,"dry soup mix with rice, beans, and vegetables",0.95,other_jaccard_low_0.44,"The product is a dry soup mix containing rice, beans, and vegetables, not a plain grain or a meal starter like brown rice mix."
2650818,"Campbell'sCondensedHealthy RequestChicken with Rice Soup, 10.5 Ounce Can",Pantry > Grain > Rice,Pantry > Grain > Rice > Chunky,other,canned chicken and rice soup,1.00,other_jaccard_low_0.50,"The product is a prepared soup, not plain rice or a chunky rice dish; ingredients confirm it's a soup with chicken stock, rice, and chicken meat."
2651036,"Campbell's Sipping Soup, Classic Tomato Soup, 11.1 Oz Microwavable Cup",Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Reduced Sodium,other,prepared tomato soup,1.00,other_jaccard_low_0.50,"The product is a prepared soup, not a canned vegetable or reduced sodium variant; it belongs in a soup category."
2691399,"Campbell's Condensed Chicken with Rice Soup, 50 Ounce Cans, 12-Pack",Pantry > Grain > Rice,Pantry > Grain > Rice > Chunky,other,canned chicken and rice soup,1.00,other_jaccard_low_0.50,"The product is a prepared soup, not plain rice or chunky rice; it belongs in a soup category."
756912,CAMPBELL'S SOUP SAUSAGE AND PEPPERONI,Pantry > Spices & Seasonings > Pepper,Pantry > Soup > Vegetarian,other,canned soup with sausage and pepperoni,1.00,other_jaccard_low_0.30,"The product is a prepared soup containing meat, not a spice or vegetarian soup."
2687874,"Campbell's Homestyle Chicken and Rice Soup, 16.1 oz Can",Pantry > Grain > Rice,Pantry > Grain > Rice > Chunky,other,canned chicken and rice soup,1.00,other_jaccard_low_0.50,"The product is a prepared soup, not plain rice or a chunky rice product; ingredients confirm it's a soup with chicken, vegetables, and rice."
2659094,"CUP A SOUP TOMATO WITH CROUTONS SOUP, TOMATO",Bakery > Croutons,Pantry > Canned Vegetables > Tomatoes > Low Fat,other,tomato soup with croutons,1.00,other_jaccard_low_0.40,"The product is a soup mix, not croutons or canned tomatoes, so neither path fits."
2022814,"CAJUN RICE&BEANS LUNDBERG BROWN RICE & SMALL RED BEANS, CAJUN",Pantry > Grain > Brown Rice > Organic,Pantry > Canned Vegetables > Red Beans,other,cajun rice and beans mix,0.95,other_jaccard_low_0.43,"The product is a prepared rice and beans dish with Cajun seasoning, not plain brown rice or canned red beans."
1635465,TOMATO SOUP WITH MEATBALLS & PENNE,Pantry > Pasta > Penne,Pantry > Canned Vegetables > Tomatoes > Low Fat,other,canned tomato soup with meatballs and pasta,1.00,other_jaccard_low_0.36,"The product is a canned soup with meatballs and penne, not plain pasta or canned tomatoes."
2649240,"Campbell's Well Yes! Power Soup Bowl Spiced Chickpea Soup, 11.1 Oz Microwavable ",Pantry > Canned Vegetables > Chickpeas,Pantry > Soup > Chicken Soup > Pasta,other,spiced chickpea soup with vegetables and grains,1.00,other_jaccard_low_0.40,"The product is a prepared soup with chickpeas, vegetables, and grains, not canned chickpeas or chicken soup with pasta."
2649317,"Campbell's Well Yes! Sipping Soup, Roasted Red Pepper and Tomato Soup, 11 Oz Mic",Pantry > Canned Vegetables > Tomatoes,Pantry > Grain > Rice > Chunky,other,"ready-to-drink soup, creamy tomato and red pepper",1.00,other_jaccard_low_0.30,"The product is a sipping soup, not canned tomatoes or rice, so neither path fits; it belongs in a soup category."
2650926,"Campbell'sCondensed Old-Fashioned Tomato Rice Soup, 11 Ounce Can",Pantry > Canned Vegetables > Tomatoes,Pantry > Grain > Rice > Chunky,other,canned tomato rice soup,1.00,other_jaccard_low_0.40,"The product is a prepared soup, not canned tomatoes or rice, so both paths are incorrect."
2649220,"Campbell'sCondensed Tomato Bisque, 10.75 Ounce Can",Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Condensed > Reduced Sodium,other,canned condensed tomato soup,1.00,other_jaccard_low_0.40,"The product is a condensed tomato bisque soup, not plain canned tomatoes or a reduced sodium variant."
2131985,100% ORGANIC RAINBOW PEPPERCORNS WITH ALLSPICE,Pantry > Canned Vegetables > Corn > Organic,Pantry > Spices & Seasonings > Cayenne > Organic,other,whole peppercorn blend with allspice,1.00,other_jaccard_low_0.29,"The product is a blend of whole peppercorns and allspice, not canned corn or cayenne."
1883056,"YAFFA'S JOY, SESAME TREAT, CRANBERRY-SESAME, CRANBERRY-SESAME",Snack > Candy > Hard Candy,Pantry > Oil > Sesame Oil > Organic,other,sesame seed candy bar,0.95,other_jaccard_low_0.43,"The product is a sesame seed treat with date syrup and tahini, making it a confectionery snack, not a hard candy or sesame oil."
2072678,PASSION FLOWER,Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Pepper > Ground,other,dried passion flower herb,0.95,other_jaccard_low_0.17,"Passion flower is an herb, not a pepper or generic seasoning; it belongs in an herbal tea or herb category."
2053025,"SOUTHERN ART, HANDCRAFTED POPPY SEED",Pantry > Spices & Seasonings > Seasoning,Pantry > Spices & Seasonings > Pepper > Ground,other,poppy seed dressing,0.95,other_jaccard_low_0.40,"The product is a dressing with poppy seeds, not a seasoning or ground pepper, based on ingredients like canola oil and vinegar."
2615557,"TEMBLEQUE COCONUT FLAVORED PUDDING, COCONUT",Bakery > Cake,Pantry > Flakes > Coconut,other,coconut pudding mix,0.95,other_jaccard_low_0.33,"The product is a pudding mix, not a cake or coconut flakes, based on its title and ingredients."
577716,LARD,Pantry > Oil,Dairy > Butter > Butter > Soft > Spread,other,lard,1.00,other_jaccard_low_0.00,"Lard is rendered pork fat, not an oil or a dairy butter spread, so it belongs in a fats category like 'Pantry > Fats & Oils > Lard'."
2116466,LARD,Pantry > Oil,Dairy > Butter > Butter > Soft > Spread,other,rendered pork fat,1.00,other_jaccard_low_0.40,"Lard is rendered pork fat, not an oil (current) nor a dairy butter spread (proposed); it belongs in a fats category like 'Pantry > Fats & Oils > Lard'."
1605880,SPAGHETTI SQUASH,Pantry > Pasta > Spaghetti,Produce > Vegetables > Zucchini,other,spaghetti squash,1.00,other_jaccard_low_0.50,"Spaghetti squash is a fresh vegetable, not pasta or zucchini, so it belongs in a fresh produce vegetable category."
2181361,"RAISES LOW BLOOD SUGAR & BOOSTS ENERGY GLUCOSE POWDER, ORANGE, ORANGE",Pantry > Protein Powders > Lucuma Powder,Sports & Wellness > Energy Gels,other,glucose powder supplement,0.95,other_jaccard_low_0.33,"The product is a glucose powder supplement for raising blood sugar, not a protein powder or energy gel."
577714,PREMIUM LARD,Pantry > Oil,Dairy > Butter > Butter > Soft > Spread,other,lard,1.00,other_jaccard_low_0.00,"Lard is rendered pork fat, not an oil or a dairy butter spread; it belongs in a fats category like 'Fats & Oils' or 'Meat > Pork > Fat'."
614538,"10 TRENDY SHELL ROUND SWEET BUTTER 8""",Pantry > Pie Fillings,Bakery > Bread > Round,other,butter pastry shell,0.95,other_jaccard_low_0.40,"The product is a sweet butter pastry shell, not a pie filling or a round bread loaf."
2421628,LARD,Pantry > Oil,Dairy > Butter > Butter > Soft > Spread,other,rendered pork fat,1.00,other_jaccard_low_0.40,"Lard is rendered pork fat, not an oil (current) nor a dairy butter spread (proposed); it belongs in a fats category like 'Pantry > Fats & Oils > Lard'."
1979878,"VANILLA FLAVORED COATING ALMOND BARK, VANILLA",Snack > Nuts > Almonds,Pantry > Spices & Seasonings > Vanilla,other,vanilla flavored almond bark coating,0.95,other_jaccard_low_0.29,"The product is a confectionery coating for baking, not a snack nut or a vanilla seasoning."
2274970,"GREEN APPLE FLAVORED EDIBLE GRASS, GREEN APPLE",Pantry > Sweeteners > Syrup,Bakery > Crisps > Apple Crisp,other,edible grass candy decoration,0.95,other_jaccard_low_0.33,"The product is a flavored edible grass used for baking decorations, not a syrup or an apple crisp."
2055652,"COLD STONE CREAMERY, ICE CREAM GIFT SET",Snack > Candy > Hard Candy,Pantry > Sweeteners > Sugar > Frosting,other,ice cream gift set with marshmallows and gummy bears,0.95,other_jaccard_low_0.25,"The product is a gift set of ice cream with toppings, not hard candy or frosting."
2163016,"DARK CHOCOLATE, DARK",Pantry > Syrup > Chocolate Syrup,Pantry > Baking Ingredients > Chocolate Morsels,other,dark chocolate bar or block,0.95,other_jaccard_low_0.50,"The product is a dark chocolate confection, not a syrup or morsels; ingredients include milk and butter, indicating a solid chocolate bar."
1429269,LIGHT CORN SYRUP WITH REAL VANILLA,Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,corn syrup with vanilla,1.00,other_jaccard_low_0.22,"The product is a syrup, not canned corn; both current and proposed paths are incorrect."
2150291,"CORN SYRUP, DARK",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,dark corn syrup,1.00,other_jaccard_low_0.25,"The product is a syrup, not canned corn, so both paths are incorrect; it belongs in a syrups category."
2452262,"CRYSTAL WHITE CORN SYRUP, CRYSTAL WHITE",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,corn syrup,1.00,other_jaccard_low_0.33,"The product is corn syrup, not canned corn; both current and proposed paths are incorrect."
2544075,"DARK CORN SYRUP, DARK",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,dark corn syrup,1.00,other_jaccard_low_0.25,"The product is a syrup, not canned corn; both current and proposed paths are incorrect."
2157174,"SPARTAN, LIGHT CORN SYRUP, REAL VANILLA, REAL VANILLA",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,light corn syrup with vanilla,1.00,other_jaccard_low_0.25,"The product is a syrup, not canned corn; both paths are incorrect as they place it under canned vegetables."
2524258,"CANDY CORN FLAVORED SYRUP, CANDY CORN",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Light,other,candy corn flavored syrup,1.00,other_jaccard_low_0.40,"The product is a flavored syrup, not canned corn; both current and proposed paths are incorrect."
2287131,EDIBLE DECOR PUMPKINS,Snack > Candied Fruit,Pantry > Canned Vegetables > Pumpkin,other,sugar-based decorative sprinkles,1.00,other_jaccard_low_0.22,"The product is a decorative topping made primarily of sugar and cornstarch, not a fruit or vegetable, so neither path fits."
2505377,"VANILLA CANDY COATING, VANILLA",Snack > Candy > Sour Candy,Pantry > Spices & Seasonings > Vanilla,other,vanilla candy coating,1.00,other_jaccard_low_0.40,"The product is a vanilla-flavored candy coating used for baking, not a spice or seasoning, and not sour candy."
2447913,"VANILLA CANDIQUIK, VANILLA",Snack > Candy > Hard Candy,Pantry > Spices & Seasonings > Vanilla,other,vanilla flavored candy coating,0.95,other_jaccard_low_0.33,"The product is a vanilla-flavored candy coating used for baking, not a hard candy or a vanilla spice."
2634864,"VANILLA CANDY COATING, VANILLA",Snack > Candy > Sour Candy,Pantry > Spices & Seasonings > Vanilla,other,vanilla candy coating,0.95,other_jaccard_low_0.40,"The product is a vanilla-flavored candy coating used for baking, not a sour candy or a vanilla seasoning."
2605834,"VANILLA CANDY COATING, VANILLA",Snack > Candy > Sour Candy,Pantry > Spices & Seasonings > Vanilla,other,vanilla candy coating,1.00,other_jaccard_low_0.40,"The product is a vanilla-flavored candy coating used for baking, not a spice or seasoning, and not sour candy."
2181385,"STRAWBERRY LEMONADE GREEN FLAVORED BUBBLE TEA, STRAWBERRY LEMONADE",Snack > Gum > Bubble Gum,Beverage > Tea > Iced Tea > Lemon,proposed,,0.00,low_confidence,"The product is a bottled green tea beverage with strawberry lemonade flavor and boba, not bubble gum, so the proposed path 'Beverage > Tea > Iced Tea > Lemon' i"
1895621,STRAINED TOMATOES,Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Chopped,proposed,,0.80,low_confidence,"Strained tomatoes are a specific form of processed tomatoes, fitting better under 'Chopped' than the generic 'Tomatoes' category."
2470347,STRAINED TOMATOES,Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Chopped,proposed,,0.80,low_confidence,"Strained tomatoes are a specific form of processed tomatoes, fitting better under 'Chopped' than the generic 'Tomatoes' category."
1994097,STRAINED TOMATOES,Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Chopped,proposed,,0.80,low_confidence,"Strained tomatoes are a specific form of processed tomatoes, fitting better under 'Chopped' than the generic 'Tomatoes' category."
2464316,STRAINED TOMATOES,Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Tomatoes > Chopped,proposed,,0.80,low_confidence,"Strained tomatoes are a specific form of processed tomatoes, fitting better under 'Chopped' than the generic 'Tomatoes' category."
2212516,"CANDY CORN FLAVORED FROSTING, CANDY CORN",Pantry > Canned Vegetables > Corn,Pantry > Baking Mixes > Cake Mix > Cake,other,"frosting, candy corn flavored",1.00,other_jaccard_low_0.40,"The product is a frosting, not canned corn or cake mix; ingredients and title confirm it's a sweet frosting topping."
